ticker,yahoo_symbol,company,sector,entry_date,entry_price,price_3y,mult_3y,price_5y,mult_5y,peak_price_5y,peak_mult_5y,holding_years_available,label,data_source,verified,notes
IOC,IOC.NS,Indian Oil Corp,Energy,2011-01-01,26.0655,17.6711,0.678,37.2928,1.431,38.7258,1.486,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=PSU refiner modest; entry~2010-12-31; hist 1996-04-15..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
AVANTIFEED,AVANTIFEED.NS,Avanti Feeds,FMCG,2012-01-01,6.7987,93.3179,13.726,147.12,21.639,197.9998,29.123,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=Big Vision 83x; ground_truth; entry~2012-01-02; hist 2010-01-08..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
BRITANNIA,BRITANNIA.NS,Britannia Industries,FMCG,2012-01-01,186.253,799.3588,4.292,1269.6694,6.817,1557.1848,8.361,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=packaged-foods compounder; entry~2012-01-02; hist 1996-01-02..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
DABUR,DABUR.NS,Dabur India,FMCG,2012-01-01,87.2866,209.8911,2.405,253.4858,2.904,288.4661,3.305,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=control; discovery=FMCG modest compounder; entry~2012-01-02; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
HINDUNILVR,HINDUNILVR.NS,Hindustan Unilever,FMCG,2012-01-01,309.6875,628.16,2.028,709.4898,2.291,810.1479,2.616,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=MotilalOswal WCS biggest (modest x); entry~2012-01-02; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
MARICO,MARICO.NS,Marico,FMCG,2012-01-01,59.2783,138.4095,2.335,227.5098,3.838,261.1553,4.406,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=FMCG compounder; entry~2012-01-02; hist 1996-05-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
NESTLEIND,NESTLEIND.NS,Nestle India,FMCG,2014-01-01,228.9576,266.9464,1.166,499.2698,2.181,522.5106,2.282,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=FMCG modest compounder; entry~2014-01-01; hist 2002-08-12..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
COLPAL,COLPAL.NS,Colgate-Palmolive India,FMCG,2015-01-01,721.134,909.9194,1.262,1256.4028,1.742,1376.9612,1.909,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=FMCG flat 2015-2020; entry~2015-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
ITC,ITC.NS,ITC,FMCG,2015-01-01,156.948,178.775,1.139,168.7966,1.075,233.4366,1.487,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=flat 2015-2020 laggard; entry~2015-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
MCLEODRUSS,MCLEODRUSS.NS,McLeod Russel India,FMCG,2017-01-01,139.9204,4.6,0.033,26.6,0.19,234.0139,1.672,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=tea debt/ICD diversion collapse; entry~2017-01-02; hist 2002-08-12..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
MANPASAND,MANPASAND.NS,Manpasand Beverages,FMCG,2018-01-01,438.8867,5.85,0.013,5.85,0.013,483.8062,1.102,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=auditor exit/delisted; destroyers.csv; entry~2018-01-01; hist 2015-07-09..2025-08-04; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
TATACONSUM,TATACONSUM.NS,Tata Consumer Products,FMCG,2018-01-01,290.4555,562.7477,1.937,737.1931,2.538,846.3147,2.914,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=consumer re-rating; entry~2018-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
VBL,VBL.NS,Varun Beverages,FMCG,2018-01-01,37.8759,80.2372,2.118,264.2555,6.977,280.2722,7.4,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=ETNow 7-yr beat; stockpricearchive; entry~2018-01-01; hist 2016-11-08..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
HDFCBANK,HDFCBANK.NS,HDFC Bank,Financials,2010-01-01,73.576,149.7924,2.036,213.7008,2.904,216.3159,2.94,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=MotilalOswal WCS biggest creators; entry~2009-12-31; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank,Financials,2010-01-01,39.8557,64.4171,1.616,124.959,3.135,129.948,3.26,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=MotilalOswal WCS; entry~2009-12-31; hist 2001-07-02..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
RELCAPITAL,RELCAPITAL.NS,Reliance Capital,Financials,2010-01-01,623.7421,366.9139,0.588,398.289,0.639,662.8214,1.063,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=CIRP/auditor resign; destroyers.csv; entry~2009-12-31; hist 2002-08-12..2025-02-11; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
SBIN,SBIN.NS,State Bank of India,Financials,2011-01-01,230.6775,152.4152,0.661,201.9698,0.876,292.9615,1.27,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=PSU bank flat 2011-2016; entry~2010-12-31; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
BAJFINANCE,BAJFINANCE.NS,Bajaj Finance,Financials,2012-01-01,5.4465,33.4009,6.133,81.3137,14.929,112.2673,20.613,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=MotilalOswal WCS; ground_truth; entry~2012-01-02; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
BAJAJFINSV,BAJAJFINSV.NS,Bajaj Finserv,Financials,2013-01-01,90.1741,197.2419,2.187,514.9772,5.711,570.8826,6.331,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=financial-services holdco; entry~2013-01-01; hist 2002-08-12..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
CHOLAFIN,CHOLAFIN.NS,Cholamandalam Inv & Fin,Financials,2013-01-01,50.8336,122.8213,2.416,256.1435,5.039,256.1435,5.039,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=FinExpress NBFC list; ground_truth; entry~2013-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
BANKBARODA,BANKBARODA.NS,Bank of Baroda,Financials,2014-01-01,106.3926,130.7842,1.229,105.8827,0.995,188.019,1.767,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=PSU bank NPA cycle; entry~2014-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
CANBK,CANBK.NS,Canara Bank,Financials,2014-01-01,43.6849,43.1634,0.988,47.6505,1.091,77.4404,1.773,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=PSU bank NPA cycle; entry~2014-01-01; hist 2002-12-23..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
FEDERALBNK,FEDERALBNK.NS,Federal Bank,Financials,2014-01-01,38.2971,61.8482,1.615,87.7349,2.291,117.9294,3.079,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=control; discovery=mid private bank modest; entry~2014-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance,Financials,2014-01-01,83.4873,237.6692,2.847,448.476,5.372,451.5388,5.408,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=gold-loan leader; ground_truth; entry~2014-01-01; hist 2011-05-06..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
PNB,PNB.NS,Punjab National Bank,Financials,2014-01-01,109.6634,104.0938,0.949,71.9505,0.656,198.7438,1.812,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=PNB-Nirav-Modi fraud 2018; entry~2014-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
BAJFINANCE,BAJFINANCE.NS,Bajaj Finance,Financials,2016-01-01,58.6434,256.4861,4.374,515.5293,8.791,519.3214,8.856,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=second cohort (NBFC compounder); entry~2016-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
BANKINDIA,BANKINDIA.NS,Bank of India,Financials,2016-01-01,99.8901,88.6115,0.887,41.4542,0.415,176.925,1.771,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=PSU bank NPA cycle; entry~2016-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
IDBI,IDBI.NS,IDBI Bank,Financials,2016-01-01,85.0798,57.966,0.681,29.4325,0.346,85.0798,1.0,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=PSU bank near-collapse / PCA; entry~2016-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
UNIONBANK,UNIONBANK.NS,Union Bank of India,Financials,2016-01-01,123.8922,72.0602,0.582,26.4668,0.214,159.8074,1.29,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=PSU bank NPA cycle; entry~2016-01-01; hist 2002-09-24..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
AUBANK,AUBANK.NS,AU Small Finance Bank,Financials,2018-01-01,329.1475,424.1787,1.289,654.293,1.988,713.9545,2.169,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=SFB re-rating (listed 2017); entry~2018-01-01; hist 2017-07-11..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
EDELWEISS,EDELWEISS.NS,Edelweiss Financial Services,Financials,2018-01-01,134.3036,32.2594,0.24,32.7244,0.244,156.6139,1.166,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=diversified NBFC stress; entry~2018-01-01; hist 2007-12-12..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
ICICIBANK,ICICIBANK.NS,ICICI Bank,Financials,2018-01-01,298.0551,517.4937,1.736,880.6473,2.955,929.8785,3.12,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=asset-quality turnaround; entry~2018-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
PNBHOUSING,PNBHOUSING.NS,PNB Housing Finance,Financials,2018-01-01,1076.5278,300.2806,0.279,472.2992,0.439,1149.5225,1.068,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=NBFC-crisis ALM stress (listed 2016); entry~2018-01-01; hist 2016-11-07..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
YESBANK,YESBANK.NS,Yes Bank,Financials,2018-01-01,305.9404,17.85,0.058,21.65,0.071,388.6685,1.27,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=governance/AT1 write-off; destroyers.csv; entry~2018-01-01; hist 2005-07-12..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
TCS,TCS.NS,Tata Consultancy Services,IT,2010-01-01,258.7762,459.6082,1.776,975.6509,3.77,1061.6776,4.103,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=MotilalOswal WCS; ground_truth; entry~2009-12-31; hist 2002-08-12..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
INFY,INFY.NS,Infosys,IT,2015-01-01,359.9811,406.4489,1.129,619.7402,1.722,697.8385,1.939,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=large-cap IT modest (FRA_V2_AUDIT spot-check); entry~2015-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
WIPRO,WIPRO.NS,Wipro,IT,2015-01-01,91.1548,108.3261,1.188,113.7092,1.247,137.3278,1.507,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=large-cap IT laggard 2015-2020; entry~2015-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
COFORGE,COFORGE.NS,Coforge (ex NIIT Tech),IT,2016-01-01,100.3189,211.6215,2.109,507.907,5.063,525.2463,5.236,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=specialty IT re-rating; entry~2016-01-01; hist 2004-08-30..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
MPHASIS,MPHASIS.NS,Mphasis,IT,2016-01-01,371.5964,828.5308,2.23,1342.9587,3.614,1386.9552,3.732,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=IT mid-cap re-rating; entry~2016-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
INTELLECT,INTELLECT.NS,Intellect Design Arena,IT,2018-01-01,162.0073,309.8052,1.912,441.8597,2.727,957.1954,5.908,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=fintech product re-rating; entry~2018-01-01; hist 2014-12-18..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
MASTEK,MASTEK.NS,Mastek,IT,2018-01-01,337.2402,1086.5641,3.222,1644.0194,4.875,3307.748,9.808,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=mid-cap IT re-rating; entry~2018-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
VAKRANGEE,VAKRANGEE.NS,Vakrangee,IT,2018-01-01,377.9453,63.8191,0.169,25.9056,0.069,454.1099,1.202,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=auditor red flag; destroyers.csv; entry~2018-01-01; hist 2006-04-03..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
PERSISTENT,PERSISTENT.NS,Persistent Systems,IT,2019-01-01,288.9714,2369.4417,8.2,3602.7627,12.468,3701.793,12.81,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=BusinessToday 2025 500-1800% list; entry~2019-01-01; hist 2010-04-06..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
TANLA,TANLA.NS,Tanla Platforms,IT,2019-01-01,28.3477,1755.9357,61.943,1041.2202,36.73,1922.3218,67.812,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=MotilalOswal WCS fastest (85% CAGR); entry~2019-01-01; hist 2007-01-05..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
TATAELXSI,TATAELXSI.NS,Tata Elxsi,IT,2019-01-01,931.2496,5572.8154,5.984,8412.0605,9.033,10199.0908,10.952,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=stockpricearchive; ground_truth; entry~2019-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
AFFLE,AFFLE.NS,Affle India,IT,2020-01-01,322.28,1082.75,3.36,1783.25,5.533,1852.45,5.748,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=adtech compounder (listed 2019); entry~2020-01-01; hist 2019-08-08..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
KPITTECH,KPITTECH.NS,KPIT Technologies,IT,2020-01-01,87.7638,692.3995,7.889,1451.6536,16.54,1847.068,21.046,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=auto-ER&D re-rating; entry~2020-01-01; hist 2019-04-22..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
HAPPSTMNDS,HAPPSTMNDS.NS,Happiest Minds Technologies,IT,2021-01-01,327.2491,887.536,2.712,455.95,1.393,1480.7129,4.525,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=digital IT (listed 2020); entry~2021-01-01; hist 2020-09-17..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
ROUTE,ROUTE.NS,Route Mobile,IT,2021-01-01,1066.9073,1628.0754,1.526,692.4735,0.649,2215.4473,2.077,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=CPaaS (listed 2020); entry~2021-01-01; hist 2020-09-21..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
KFA,KFA.NS,Kingfisher Airlines,Industrials,2010-01-01,63.2,14.9,0.236,1.35,0.021,88.4,1.399,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=delisted 2015; destroyers.csv; entry~2009-12-31; hist 2006-06-12..2018-05-29; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
CONCOR,CONCOR.NS,Container Corp of India,Industrials,2011-01-01,224.236,203.0473,0.906,393.1072,1.753,530.2288,2.365,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=PSU logistics modest decade; entry~2010-12-31; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
SKFINDIA,SKFINDIA.NS,SKF India,Industrials,2014-01-01,553.9981,1074.1727,1.939,1643.6632,2.967,1673.3225,3.02,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=bearings industrial compounder; entry~2014-01-01; hist 2002-08-12..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
JISLJALEQS,JISLJALEQS.NS,Jain Irrigation Systems,Industrials,2016-01-01,66.092,66.5908,1.008,19.05,0.288,138.8806,2.101,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=working-capital/debt collapse; entry~2016-01-01; hist 2002-01-18..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
TIMKEN,TIMKEN.NS,Timken India,Industrials,2016-01-01,511.1518,544.8864,1.066,1312.7734,2.568,1312.7734,2.568,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=bearings industrial compounder; entry~2016-01-01; hist 2002-08-12..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
JETAIRWAYS,JETAIRWAYS.NS,Jet Airways,Industrials,2018-01-01,841.75,120.95,0.144,71.05,0.084,870.6,1.034,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=grounded 2019; destroyers.csv; entry~2018-01-01; hist 2005-03-14..2026-07-09; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
ADANIENT,ADANIENT.NS,Adani Enterprises,Infra,2016-01-01,47.5723,158.939,3.341,478.1742,10.052,489.4418,10.288,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=MotilalOswal WCS most-consistent (86% CAGR); entry~2016-01-01; hist 2002-09-04..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
ADANIPORTS,ADANIPORTS.NS,Adani Ports & SEZ,Infra,2016-01-01,252.4023,370.4763,1.468,467.6138,1.853,469.2088,1.859,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=ports platform re-rating; entry~2016-01-01; hist 2007-11-27..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
GVKPIL,GVKPIL.NS,GVK Power & Infrastructure,Infra,2016-01-01,8.45,7.75,0.917,2.9,0.343,26.8,3.172,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=destroyer; discovery=infra debt collapse; entry~2016-01-01; hist 2006-02-27..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
HCC,HCC.NS,Hindustan Construction,Infra,2016-01-01,23.1468,13.1,0.566,9.05,0.391,42.4357,1.833,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=leveraged EPC, chronic underperformer; entry~2016-01-01; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
SADBHAV,SADBHAV.NS,Sadbhav Engineering,Infra,2017-01-01,271.3813,115.15,0.424,37.9,0.14,424.843,1.565,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=road-EPC debt/BOT collapse; entry~2017-01-02; hist 2006-03-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
ASIANPAINT,ASIANPAINT.NS,Asian Paints,Materials,2010-01-01,154.5803,393.6536,2.547,679.0404,4.393,722.4575,4.674,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=distribution moat; ground_truth; entry~2009-12-31; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
BERGEPAINT,BERGEPAINT.NS,Berger Paints India,Materials,2012-01-01,23.4245,112.8199,4.816,167.2706,7.141,213.3485,9.108,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=#2 paints; ground_truth; entry~2012-01-02; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
SHREECEM,SHREECEM.NS,Shree Cement,Materials,2012-01-01,2001.7026,9008.6113,4.5,14171.9961,7.08,17300.7559,8.643,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=low-cost cement compounder; entry~2012-01-02; hist 2001-07-02..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
GRASIM,GRASIM.NS,Grasim Industries,Materials,2015-01-01,492.4531,1087.6974,2.209,716.8876,1.456,1229.8458,2.497,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=diversified holdco modest; entry~2015-01-01; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
ULTRACEMCO,ULTRACEMCO.NS,UltraTech Cement,Materials,2015-01-01,2548.0283,4106.4292,1.612,3942.7654,1.547,4683.4766,1.838,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=cement leader modest 2015-2020; entry~2015-01-01; hist 2002-08-12..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
HINDALCO,HINDALCO.NS,Hindalco Industries,Metals,2010-01-01,140.5871,117.8942,0.839,145.9103,1.038,221.3889,1.575,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=aluminium cyclical; entry~2009-12-31; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
JINDALSTEL,JINDALSTEL.NS,Jindal Steel & Power,Metals,2010-01-01,682.3133,436.4589,0.64,154.3684,0.226,728.9426,1.068,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=steel/power leveraged cyclical; entry~2009-12-31; hist 1999-09-22..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
TATASTEEL,TATASTEEL.NS,Tata Steel,Metals,2010-01-01,38.5035,28.5046,0.74,28.3141,0.735,44.6055,1.158,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=steel cyclical flat decade; entry~2009-12-31; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
VEDL,VEDL.NS,Vedanta,Metals,2010-01-01,122.3037,60.6502,0.496,69.4511,0.568,146.0768,1.194,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=control; discovery=diversified metals cyclical; entry~2009-12-31; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
COALINDIA,COALINDIA.NS,Coal India,Metals,2011-01-01,104.634,105.243,1.006,141.496,1.352,187.8142,1.795,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=below 2010 IPO price; BusinessInsider; entry~2010-12-31; hist 2010-11-04..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
NMDC,NMDC.NS,NMDC,Metals,2011-01-01,25.1663,14.8086,0.588,10.8548,0.431,27.1986,1.081,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=PetroBazaar -78% decade; entry~2010-12-31; hist 2008-03-03..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
SAIL,SAIL.NS,Steel Authority of India,Metals,2011-01-01,133.6893,56.9015,0.426,40.2747,0.301,138.5974,1.037,5.0,non_multibagger,yfinance (auto_adjust=splits+dividends),True,"role=destroyer; discovery=PetroBazaar -87% decade; entry~2010-12-31; hist 1996-01-01..2026-07-10; 5y_window_complete=True; label_basis=full 5y, realized 5y <1.5x"
JSWSTEEL,JSWSTEEL.NS,JSW Steel,Metals,2016-01-01,91.6982,281.3007,3.068,364.4382,3.974,382.4497,4.171,5.0,multibagger,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=steel up-cycle 2016-2021; entry~2016-01-01; hist 2003-05-08..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=3x within window
AJANTPHARM,AJANTPHARM.NS,Ajanta Pharma,Pharma,2012-01-01,23.6936,560.8954,23.673,1088.1398,45.925,1273.4182,53.745,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=ACE +10399% Nov-2017; ground_truth; entry~2012-01-02; hist 2002-07-01..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
ABBOTINDIA,ABBOTINDIA.NS,Abbott India,Pharma,2014-01-01,1458.4642,4228.7646,2.899,6904.8345,4.734,7827.8726,5.367,5.0,multibagger_strong,yfinance (auto_adjust=splits+dividends),True,role=winner; discovery=MNC pharma compounder; entry~2014-01-01; hist 2002-08-12..2026-07-10; 5y_window_complete=True; label_basis=peak reached >=5x within window
DIVISLAB,DIVISLAB.NS,Divi's Laboratories,Pharma,2014-01-01,554.2809,732.4121,1.321,1405.7307,2.536,1488.4292,2.685,5.0,intermediate,yfinance (auto_adjust=splits+dividends),True,"role=winner; discovery=API/CDMO compounder; entry~2014-01-01; hist 2003-03-12..2026-07-10; 5y_window_complete=True; label_basis=full 5y, peak <3x and realized 5y in [1.5x,3x)"
